area,province,city,20230921_high,20230921_low,20230921_wea,20230922_high,20230922_low,20230922_wea,20230923_high,20230923_low,20230923_wea,20230924_high,20230924_low,20230924_wea,20230925_high,20230925_low,20230925_wea,20230926_high,20230926_low,20230926_wea,20230927_high,20230927_low,20230927_wea,20230928_high,20230928_low,20230928_wea,20230929_high,20230929_low,20230929_wea,20230930_high,20230930_low,20230930_wea,20231001_high,20231001_low,20231001_wea,20231002_high,20231002_low,20231002_wea,20231003_high,20231003_low,20231003_wea,20231004_high,20231004_low,20231004_wea,20231005_high,20231005_low,20231005_wea,20231006_high,20231006_low,20231006_wea,20231007_high,20231007_low,20231007_wea,20231008_high,20231008_low,20231008_wea,20231009_high,20231009_low,20231009_wea,20231010_high,20231010_low,20231010_wea,20231011_high,20231011_low,20231011_wea,20231012_high,20231012_low,20231012_wea,20231013_high,20231013_low,20231013_wea,20231014_high,20231014_low,20231014_wea,20231015_high,20231015_low,20231015_wea,20231016_high,20231016_low,20231016_wea,20231017_high,20231017_low,20231017_wea,20231018_high,20231018_low,20231018_wea,20231019_high,20231019_low,20231019_wea,20231020_high,20231020_low,20231020_wea,20231021_high,20231021_low,20231021_wea,20231022_high,20231022_low,20231022_wea,20231023_high,20231023_low,20231023_wea,20231024_high,20231024_low,20231024_wea,20231025_high,20231025_low,20231025_wea,20231026_high,20231026_low,20231026_wea,20231027_high,20231027_low,20231027_wea,20231028_high,20231028_low,20231028_wea,20231029_high,20231029_low,20231029_wea,20231030_high,20231030_low,20231030_wea,20231031_high,20231031_low,20231031_wea,20231101_high,20231101_low,20231101_wea,20231102_high,20231102_low,20231102_wea,20231103_high,20231103_low,20231103_wea,20231104_high,20231104_low,20231104_wea
东北,黑龙江省,鸡西市,18,10,晴,17,5,多云,19,6,晴,21,11,阴,22,12,多云,24,13,多云,25,11,阵雨,18,10,多云,20,11,多云,17,7,多云,14,6,小雨,17,5,小雨,19,10,小雨,16,5,多云,11,5,晴,14,3,多云,14,4,晴,16,5,多云,18,6,多云,14,2,晴,18,7,晴,20,8,晴,21,6,晴,20,8,晴,14,3,小雨,10,1,多云,14,3,晴,15,3,小雨,11,-1,多云,7,-4,多云,5,0,多云,10,0,多云,15,4,晴,17,4,多云,17,3,多云,10,-3,晴,8,-3,晴,9,-1,多云,10,-1,多云,11,0,多云,12,2,多云,15,4,多云,12,5,多云,9,2,多云,2,-3,多云
东北,黑龙江省,鹤岗市,19,8,晴,17,5,晴,21,7,晴,20,10,阴,18,9,小雨,22,11,小雨,19,9,小雨,18,5,多云,18,8,多云,12,7,阵雨,14,5,小雨,15,3,多云,18,10,多云,12,6,小雨,12,4,多云,13,0,晴,14,-2,晴,15,1,晴,15,3,多云,14,0,晴,19,5,晴,21,8,晴,23,6,晴,20,6,晴,12,-1,晴,8,0,多云,13,1,晴,13,0,小雨,10,-5,阵雨,5,-7,晴,5,-1,晴,9,-1,晴,13,1,晴,15,2,多云,14,2,多云,9,-3,多云,7,-3,晴,10,-3,多云,11,-2,多云,12,-1,多云,11,0,多云,14,2,多云,12,3,多云,10,-1,阴,3,-5,小雨
东北,黑龙江省,双鸭山市,20,9,晴,18,8,晴,20,9,晴,22,13,多云,22,14,晴,23,13,多云,24,10,阵雨,16,8,多云,19,11,晴,14,7,阵雨,14,8,小雨,15,6,多云,18,10,多云,14,5,多云,10,4,晴,14,4,多云,13,3,晴,17,5,晴,16,4,多云,17,4,晴,17,7,晴,20,9,晴,22,9,晴,20,10,晴,15,2,阵雨,9,2,晴,12,5,多云,14,3,小雨,10,-1,阵雨,7,-3,多云,6,1,晴,10,1,晴,15,6,晴,19,6,阵雨,17,2,多云,10,-2,晴,9,-4,晴,10,-3,多云,11,-2,多云,12,-1,多云,11,0,多云,15,2,多云,12,3,多云,10,-1,阴,3,-5,小雨
东北,黑龙江省,大庆市,22,9,晴,17,9,晴,21,11,多云,19,14,多云,21,13,阵雨,23,14,多云,21,8,多云,18,9,多云,17,9,小雨,17,8,晴,17,8,晴,18,9,晴,17,7,阵雨,12,3,阵雨,12,3,晴,15,4,晴,16,5,晴,17,5,多云,18,5,晴,16,6,晴,20,6,晴,20,6,晴,21,7,晴,19,5,晴,11,2,晴,12,2,晴,17,3,晴,13,2,多云,10,-1,晴,6,-3,多云,9,-2,多云,11,0,多云,15,5,晴,14,4,晴,14,0,多云,9,-1,晴,9,1,多云,13,-1,多云,13,0,多云,12,0,多云,13,0,多云,14,2,阵雨,12,0,多云,6,-3,多云,4,-7,多云
东北,黑龙江省,伊春市,17,7,小雨,16,4,晴,19,4,晴,21,11,多云,19,10,小雨,21,12,小雨,19,9,小雨,16,5,小雨,17,8,小雨,13,6,小雨,12,4,小雨,14,2,多云,17,6,多云,11,2,小雨,11,-1,晴,12,-2,晴,13,-1,晴,17,0,晴,16,-1,晴,14,1,晴,18,3,晴,18,4,晴,21,6,晴,17,5,晴,10,-2,晴,6,-3,晴,12,3,晴,12,-1,多云,8,-5,雨夹雪,3,-6,多云,4,0,晴,8,1,晴,13,2,晴,15,2,多云,13,-1,多云,7,-2,多云,5,-3,晴,8,-3,多云,9,-2,多云,9,-1,多云,8,-2,多云,11,0,阵雨,8,0,多云,4,-4,多云,0,-6,多云
东北,黑龙江省,佳木斯市,18,10,晴,17,8,多云,20,9,晴,21,13,多云,21,12,阵雨,22,13,多云,22,9,小雨,18,8,多云,19,11,多云,15,7,阵雨,13,6,阵雨,17,4,晴,19,10,阵雨,14,6,阵雨,12,4,多云,15,1,晴,14,1,晴,14,1,晴,16,2,多云,15,0,晴,18,3,晴,22,3,晴,24,4,晴,21,9,晴,14,1,多云,9,-1,晴,14,5,晴,14,4,阵雨,10,-2,阵雨,6,-8,多云,8,0,多云,11,-1,晴,15,5,晴,19,3,晴,18,3,晴,11,-3,晴,8,-4,晴,10,-2,多云,12,-2,多云,13,0,多云,12,1,多云,15,3,多云,13,3,多云,10,0,阴,3,-4,小雨
东北,黑龙江省,七台河市,20,8,晴,17,4,阵雨,20,4,晴,21,10,多云,21,12,多云,23,10,多云,25,9,阵雨,20,8,晴,20,9,多云,17,7,小雨,15,5,小雨,16,4,多云,18,10,多云,15,5,多云,11,3,晴,13,1,晴,15,0,晴,17,3,多云,18,2,多云,14,0,晴,17,3,晴,20,7,晴,22,5,晴,20,6,晴,15,0,多云,10,1,晴,12,1,晴,15,2,阵雨,11,-1,多云,8,-4,多云,5,-1,晴,9,-2,多云,15,1,晴,18,3,晴,16,4,多云,10,-2,多云,9,-4,多云,8,-1,多云,9,-1,多云,11,0,多云,12,2,多云,15,4,多云,12,4,多云,9,2,多云,2,-3,多云
东北,黑龙江省,牡丹江市,20,8,晴,20,2,晴,20,4,晴,22,9,多云,23,11,多云,23,11,晴,25,8,小雨,21,17,晴,21,9,多云,17,6,小雨,16,5,阵雨,19,6,多云,19,9,小雨,16,4,多云,13,2,晴,15,0,晴,15,2,晴,17,2,多云,20,2,晴,19,-1,晴,18,2,晴,19,3,晴,22,3,晴,20,4,晴,14,-1,晴,12,-2,晴,15,3,晴,15,2,小雨,13,-3,多云,9,-5,多云,5,-1,多云,11,-2,晴,16,3,晴,18,5,小雨,17,2,多云,13,-4,多云,8,-4,晴,12,-6,多云,14,-5,多云,15,-2,多云,17,1,多云,18,3,多云,16,4,阴,13,1,阴,8,-3,阵雨
东北,黑龙江省,黑河市,20,5,小雨,16,5,晴,22,9,晴,20,9,阵雨,16,9,小雨,18,9,阵雨,19,5,小雨,16,7,阵雨,16,6,多云,15,6,多云,15,6,多云,16,2,多云,17,6,多云,9,1,小雨,12,3,晴,12,-1,晴,16,-2,晴,17,5,多云,15,0,晴,16,0,晴,20,7,晴,20,8,晴,22,5,晴,21,2,晴,9,-1,晴,8,-4,晴,9,2,晴,11,-1,多云,7,-3,多云,2,-6,多云,5,-2,多云,9,-3,晴,13,-1,晴,10,-2,晴,12,-1,多云,7,-5,晴,5,-3,晴,9,-4,多云,9,-4,多云,8,-2,阵雨,6,-6,阴,7,-2,阴,4,-4,多云,1,-7,小雨,1,-9,多云
东北,黑龙江省,绥化市,21,11,小雨,16,6,晴,21,9,晴,21,15,阴,22,13,小雨,22,14,小雨,20,8,阵雨,17,8,晴,19,9,阵雨,17,7,多云,16,5,晴,17,6,晴,18,10,中雨,13,2,阵雨,12,3,晴,15,1,晴,15,3,多云,16,3,多云,18,3,晴,16,4,晴,18,5,晴,20,6,晴,22,8,晴,19,6,多云,10,2,晴,11,0,晴,14,5,晴,14,2,多云,9,-2,晴,6,-4,晴,6,1,多云,10,2,晴,15,5,晴,16,3,晴,15,3,多云,7,-2,多云,7,-4,晴,10,-1,晴,11,1,晴,11,2,晴,9,1,多云,8,2,多云,4,-2,阵雨,2,-4,晴,1,-5,晴
东北,黑龙江省,大兴安岭地区,17,-1,晴,16,2,晴,22,2,晴,19,7,小雨,15,5,小雨,16,7,多云,13,5,小雨,15,4,阵雨,16,3,晴,14,2,晴,14,-1,多云,16,0,晴,15,3,雷阵雨,10,-3,晴,13,-4,晴,13,-5,晴,16,-1,多云,17,-1,晴,17,-5,晴,18,-2,晴,19,-2,晴,20,-1,晴,20,-2,晴,20,-1,多云,10,-4,晴,9,-8,晴,10,-2,晴,11,-2,多云,8,-4,晴,4,-8,晴,8,-3,小雨,9,-6,晴,15,-4,多云,14,-2,晴,10,-2,多云,7,-9,晴,13,-7,晴,6,-4,晴,6,-3,晴,3,-3,晴,2,-4,小雨,-1,-6,雪,-4,-9,晴,-3,-10,晴,-3,-11,晴
华东,上海市,上海市,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,黄浦,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,徐汇,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,长宁,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,静安,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,普陀,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,虹口,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,杨浦,24,21,小雨,23,20,小雨,23,21,小雨,26,24,小雨,30,21,小雨,28,24,晴,29,24,多云,30,25,小雨,28,23,小雨,25,19,小雨,26,20,晴,26,20,多云,26,21,阴,26,20,多云,24,19,多云,24,20,阴,22,17,小雨,23,18,多云,24,18,多云,24,17,阴,23,17,多云,23,18,小雨,20,15,小雨,23,15,多云,25,15,晴,25,17,晴,25,16,晴,25,18,晴,26,16,多云,20,13,小雨,21,15,晴,24,16,晴,25,18,晴,26,19,晴,26,18,多云,24,18,晴,23,18,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,17,多云,26,17,多云,22,14,多云
华东,上海市,闵行,24,21,小雨,24,20,小雨,23,20,小雨,26,22,小雨,31,22,小雨,28,23,晴,29,23,多云,30,22,小雨,29,23,小雨,26,18,小雨,26,19,晴,26,21,多云,26,20,阴,26,19,多云,25,18,多云,24,19,阴,23,16,小雨,22,16,多云,24,17,多云,24,18,阴,24,15,多云,24,18,小雨,22,15,小雨,23,15,多云,25,13,晴,25,13,晴,25,15,晴,25,17,晴,27,16,多云,21,12,小雨,21,14,晴,25,15,晴,25,18,晴,27,17,晴,25,18,多云,25,18,多云,25,15,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,18,多云,26,17,多云,22,14,多云
华东,上海市,宝山,24,21,小雨,24,20,中雨,23,20,小雨,26,22,小雨,29,22,小雨,29,22,晴,28,23,多云,28,23,小雨,28,22,小雨,25,19,小雨,26,19,晴,26,20,多云,25,19,阴,25,19,多云,23,18,多云,24,20,多云,22,16,小雨,23,16,多云,24,17,多云,23,17,阴,23,17,多云,24,18,小雨,21,15,小雨,22,15,多云,25,14,多云,24,16,晴,25,15,晴,25,16,晴,26,15,多云,21,12,小雨,20,15,晴,22,16,晴,24,16,晴,26,17,晴,24,18,多云,24,18,晴,23,16,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,26,17,多云,26,18,多云,26,17,多云,22,14,多云
华东,上海市,嘉定,23,21,小雨,23,20,中雨,22,21,小雨,25,22,小雨,29,21,小雨,29,22,晴,29,23,多云,29,22,小雨,28,23,小雨,25,18,小雨,26,18,晴,25,19,多云,25,19,阴,25,19,多云,23,17,多云,24,19,多云,21,15,小雨,23,16,阵雨,24,17,多云,24,17,阴,24,15,多云,24,18,小雨,22,14,小雨,22,14,阵雨,24,12,多云,24,13,晴,24,14,晴,25,16,晴,26,15,多云,21,11,晴,20,13,晴,23,15,晴,25,16,晴,27,16,晴,25,17,多云,24,16,多云,24,15,阴,23,16,多云,23,16,多云,23,16,多云,23,16,多云,24,17,多云,25,17,多云,24,16,多云,21,13,多云
华东,上海市,浦东新区,25,21,小雨,24,20,小雨,23,21,小雨,26,22,小雨,31,22,小雨,29,22,晴,28,23,多云,30,22,小雨,28,22,小雨,25,19,小雨,27,19,晴,26,20,多云,26,20,阴,26,20,多云,23,18,多云,25,20,阴,23,16,小雨,23,17,多云,23,17,多云,24,17,阴,24,16,多云,25,18,小雨,21,14,小雨,24,14,多云,25,14,晴,24,14,晴,24,14,晴,25,17,晴,27,16,多云,21,12,小雨,21,13,晴,22,15,晴,25,17,晴,27,17,晴,24,16,多云,24,18,多云,24,16,阴,24,16,多云,23,16,阴,24,16,多云,24,16,多云,25,17,多云,25,18,多云,25,17,多云,22,14,多云
华东,上海市,金山,23,20,小雨,23,20,小雨,23,21,小雨,26,22,小雨,29,22,多云,28,23,多云,28,24,多云,30,23,小雨,29,22,阴,26,18,小雨,26,18,多云,26,20,多云,26,19,多云,26,18,多云,24,16,多云,23,19,小雨,22,15,小雨,22,15,阴,23,16,多云,24,17,阴,24,14,多云,23,17,小雨,23,14,小雨,23,14,多云,26,13,晴,25,13,晴,25,15,晴,24,17,晴,27,16,阴,21,11,小雨,21,13,晴,22,15,晴,24,17,晴,26,17,晴,25,16,多云,24,16,多云,23,15,阴,23,16,晴,22,16,多云,23,15,晴,23,14,晴,24,15,晴,24,17,阵雨,23,16,晴,21,15,晴
华东,上海市,松江,24,20,小雨,24,21,小雨,23,21,小雨,26,23,小雨,31,22,小雨,30,23,多云,30,23,多云,30,22,小雨,29,22,小雨,25,18,小雨,27,18,晴,25,20,多云,26,19,阴,26,18,多云,24,18,多云,24,19,阴,23,15,小雨,23,16,多云,24,17,多云,23,17,阴,23,15,多云,24,17,小雨,22,15,小雨,23,15,多云,25,13,晴,25,13,晴,25,15,晴,25,17,晴,27,16,阴,21,12,小雨,21,14,晴,24,16,晴,25,17,晴,27,17,晴,26,16,多云,24,17,多云,23,16,阴,23,16,晴,22,16,多云,23,15,晴,23,14,晴,24,15,晴,24,17,阵雨,23,16,晴,21,15,晴
华东,上海市,青浦,23,20,小雨,23,19,中雨,23,19,小雨,26,22,小雨,31,22,多云,29,21,晴,30,23,多云,30,22,小雨,29,23,小雨,25,18,小雨,26,17,晴,26,20,多云,25,19,阴,26,18,多云,24,16,多云,24,20,阴,23,16,小雨,23,15,多云,24,16,多云,23,17,阴,23,14,多云,24,17,小雨,22,14,小雨,24,15,多云,25,13,晴,25,13,晴,25,14,晴,25,16,晴,27,15,多云,21,11,小雨,21,13,晴,24,14,晴,25,17,晴,27,16,晴,25,16,多云,25,16,多云,24,15,阴,23,16,晴,21,16,多云,23,15,晴,23,14,晴,24,15,晴,24,17,晴,22,16,阵雨,21,14,晴
华东,上海市,奉贤,24,20,小雨,23,20,小雨,23,21,小雨,26,22,小雨,30,22,小雨,27,22,晴,28,23,多云,30,23,小雨,29,22,阴,27,19,小雨,26,17,晴,26,20,多云,26,19,阴,26,19,多云,24,17,多云,23,20,阴,22,15,小雨,22,15,阴,23,16,多云,24,16,阴,24,15,多云,23,18,小雨,22,14,小雨,22,14,多云,25,13,晴,25,13,晴,24,15,晴,24,17,晴,26,16,阴,21,11,小雨,21,13,晴,21,15,晴,23,18,晴,25,17,晴,24,17,多云,24,16,多云,23,16,阴,23,17,晴,22,16,多云,23,16,晴,23,15,晴,24,16,晴,24,17,阵雨,23,17,阵雨,21,15,晴
华东,上海市,崇明,25,19,中雨,24,19,中雨,22,20,小雨,26,22,小雨,29,21,小雨,29,21,晴,28,23,多云,28,21,小雨,26,23,小雨,24,18,小雨,25,17,晴,25,19,多云,24,18,阴,25,18,多云,23,16,多云,25,19,阴,21,15,小雨,23,15,多云,23,16,多云,23,17,阴,23,14,多云,23,17,小雨,19,14,小雨,23,14,多云,24,11,多云,25,12,晴,24,14,晴,25,17,晴,26,15,多云,21,10,阵雨,20,11,晴,23,13,晴,24,16,晴,26,15,晴,24,14,多云,24,15,晴,24,13,阴,21,17,晴,21,17,阵雨,21,17,晴,21,16,晴,22,17,晴,22,18,晴,21,17,阵雨,19,15,阵雨
华东,江苏省,南京市,21,19,小雨,22,18,阵雨,19,18,小雨,23,20,小雨,26,21,阴,27,20,阴,27,22,多云,27,22,阴,29,20,阴,23,18,阴,26,18,阴,22,19,阴,18,17,小雨,25,18,阴,24,15,多云,23,16,多云,16,13,中雨,20,14,阴,24,15,阴,21,14,多云,23,14,多云,23,17,阴,24,14,阴,24,14,多云,26,15,晴,26,14,晴,26,15,晴,27,16,晴,26,13,小雨,20,9,晴,21,9,晴,23,11,晴,25,13,晴,26,15,多云,27,14,阴,27,15,阴,22,13,阴,23,14,多云,23,14,多云,24,13,多云,24,14,多云,24,15,多云,25,16,多云,22,15,阴,22,12,多云
华东,江苏省,无锡市,25,21,阴,23,20,中雨,21,20,中雨,26,22,多云,29,21,阴,29,22,多云,29,23,多云,29,23,阴,29,22,阴,22,19,阴,27,18,阴,25,18,阴,21,18,小雨,26,19,多云,25,17,多云,22,18,阴,19,15,小雨,22,16,阴,24,16,阴,24,16,阴,24,15,晴,24,16,多云,21,14,多云,25,15,阴,26,14,晴,25,13,晴,27,15,多云,27,16,晴,28,16,多云,21,9,晴,22,10,晴,23,12,晴,25,15,晴,26,15,晴,27,15,多云,26,16,阴,22,12,阴,23,15,多云,22,15,多云,24,14,多云,24,15,多云,25,16,多云,25,17,多云,24,16,阵雨,22,13,多云
华东,江苏省,徐州市,25,14,阴,26,18,多云,22,19,阴,20,18,小雨,20,17,小雨,22,17,小雨,23,18,阴,26,17,阴,18,16,小雨,26,14,阴,25,17,阴,24,18,阴,25,17,阴,23,16,阴,24,15,多云,19,13,小雨,21,12,阴,23,14,多云,25,13,阴,22,12,多云,23,13,多云,23,15,阴,23,14,晴,25,13,晴,28,13,晴,27,13,晴,28,17,多云,27,17,阴,20,12,小雨,18,8,晴,21,10,晴,22,9,晴,23,10,晴,26,13,多云,27,14,晴,26,12,阴,21,11,阴,24,12,多云,24,12,多云,25,12,多云,23,12,多云,24,13,多云,24,13,多云,20,11,多云,20,8,多云
华东,江苏省,常州市,25,20,阴,23,17,小雨,22,19,小雨,24,19,小雨,28,21,阴,29,22,阴,28,23,多云,29,23,阴,29,21,多云,23,18,阴,26,18,阴,25,19,阴,20,18,中雨,26,19,多云,24,15,阴,22,17,多云,18,14,阴,22,15,阴,24,15,阴,22,15,阴,24,14,晴,24,16,多云,22,14,阴,24,16,阴,26,15,晴,27,14,阴,27,16,晴,26,16,晴,27,15,多云,20,10,阴,21,11,晴,23,13,晴,25,15,晴,26,15,晴,26,17,晴,26,17,多云,22,15,多云,24,14,多云,23,14,多云,24,13,多云,25,14,多云,25,15,多云,26,16,多云,22,15,阴,22,12,多云
华东,江苏省,苏州市,24,20,小雨,22,20,中雨,20,19,小雨,25,21,小雨,29,22,阴,29,23,晴,29,25,多云,29,24,阴,29,22,阴,23,19,小雨,26,18,阴,24,20,阴,22,19,阴,26,19,阴,24,17,阴,23,18,阴,21,16,中雨,21,16,阴,23,17,阴,22,16,多云,24,15,阴,24,18,晴,19,15,晴,24,17,阴,25,15,晴,25,15,晴,26,16,多云,26,18,晴,27,16,晴,21,11,晴,21,12,晴,23,15,晴,25,17,晴,26,16,晴,27,16,多云,26,17,阴,22,15,阴,24,15,多云,22,15,多云,24,14,多云,24,15,多云,25,16,多云,26,17,多云,24,16,阵雨,22,13,多云
华东,江苏省,南通市,25,19,阴,23,20,小雨,24,20,小雨,26,22,小雨,29,21,阴,28,20,多云,28,22,小雨,28,20,阴,27,20,阴,23,17,小雨,26,17,阴,25,19,阴,21,16,小雨,26,19,多云,24,16,阴,23,17,阴,18,15,小雨,21,15,阴,24,15,阴,22,15,阴,24,13,多云,24,17,多云,18,14,大雨,24,13,多云,25,13,晴,25,13,晴,25,13,晴,25,15,晴,27,14,小雨,19,9,多云,21,10,晴,22,13,晴,25,15,多云,26,16,晴,26,15,多云,25,15,阴,21,12,阴,22,15,晴,21,14,晴,22,14,晴,22,14,晴,23,15,晴,23,16,晴,21,15,阵雨,20,13,阵雨
华东,江苏省,连云港市,24,16,阴,26,18,多云,24,20,阴,23,19,中雨,20,18,小雨,24,18,阴,24,18,多云,27,19,多云,22,18,小雨,26,16,阴,24,16,多云,24,18,阴,24,16,阴,26,17,阴,23,17,多云,20,15,阴,20,12,阴,24,15,阴,25,14,多云,21,14,多云,24,14,多云,23,16,阴,24,14,多云,25,13,晴,26,13,晴,23,12,晴,26,15,晴,26,18,多云,20,11,中雨,18,6,晴,21,7,晴,21,8,晴,23,10,晴,24,12,晴,26,14,晴,25,13,多云,21,11,阴,23,11,多云,23,11,多云,24,11,多云,22,12,多云,22,12,多云,23,13,多云,20,11,多云,19,8,多云
华东,江苏省,淮安市,23,15,阴,26,17,多云,24,19,阴,22,19,小雨,22,19,阴,23,20,阴,24,19,阴,26,21,阴,24,18,中雨,25,16,阴,24,16,阴,24,18,阴,23,15,阴,26,17,阴,24,15,晴,19,15,阴,18,11,小雨,23,13,多云,24,13,阴,22,12,多云,23,13,阴,23,15,阴,23,13,多云,25,13,多云,26,12,晴,26,12,晴,26,14,多云,26,16,多云,21,11,小雨,18,5,晴,21,9,晴,21,8,晴,23,10,晴,25,14,晴,27,16,多云,27,13,阴,23,12,阴,23,11,多云,23,12,多云,24,11,多云,23,11,多云,24,12,多云,24,13,多云,21,12,阴,20,8,多云
华东,江苏省,盐城市,23,17,阴,25,19,多云,25,21,阴,23,21,小雨,26,20,阴,27,21,阴,26,19,阴,28,21,阴,27,20,小雨,25,17,阴,25,17,阴,24,18,阴,21,15,阴,26,17,多云,23,15,晴,21,16,阴,18,13,小雨,23,14,阴,24,14,阴,22,13,多云,24,15,阴,24,15,多云,23,13,多云,25,11,晴,26,12,晴,25,12,晴,26,14,晴,26,15,晴,23,12,中雨,18,8,晴,20,7,晴,21,10,晴,24,13,晴,25,11,多云,25,13,多云,25,12,多云,20,10,阴,24,14,多云,23,14,多云,23,14,多云,24,14,多云,24,15,多云,25,16,多云,22,14,阴,20,11,多云
华东,江苏省,扬州市,22,19,小雨,24,19,小雨,23,19,小雨,24,20,小雨,25,20,阴,28,21,多云,27,21,多云,27,21,阴,28,20,阴,24,17,阴,27,18,多云,24,19,阴,20,16,小雨,26,18,阴,25,15,多云,21,17,阴,16,13,中雨,22,16,阴,24,13,阴,22,14,多云,23,14,阴,24,17,阴,24,14,多云,25,14,阴,26,13,晴,27,13,晴,27,15,多云,27,15,晴,26,13,小雨,21,9,晴,21,10,晴,23,11,晴,25,13,晴,26,16,晴,28,14,多云,27,15,阴,23,13,阴,22,14,阴,23,14,多云,23,13,多云,24,14,多云,25,15,多云,25,16,多云,22,14,阴,21,11,多云
