,area,province,city,d_high_1,d_low_1,d_high_2,d_low_2,d_high_3,d_low_3,d_high_4,d_low_4,d_high_5,d_low_5,d_high_6,d_low_6,d_high_7,d_low_7,d_high_8,d_low_8,d_high_9,d_low_9,d_high_10,d_low_10,d_high_11,d_low_11,d_high_12,d_low_12,d_high_13,d_low_13,d_high_14,d_low_14,d_high_15,d_low_15,d_wea_1,d_wea_2,d_wea_3,d_wea_4,d_wea_5,d_wea_6,d_wea_7,d_wea_8,d_wea_9,d_wea_10,d_wea_11,d_wea_12,d_wea_13,d_wea_14,d_wea_15
110,华东,上海市,虹口,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
111,华东,上海市,杨浦,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
112,华东,上海市,闵行,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
113,华东,上海市,宝山,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
114,华东,上海市,嘉定,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
115,华东,上海市,浦东新区,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
116,华东,上海市,金山,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
117,华东,上海市,松江,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
118,华东,上海市,青浦,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
119,华东,上海市,奉贤,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
120,华东,上海市,崇明,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
121,华东,江苏省,南京市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
122,华东,江苏省,无锡市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
123,华东,江苏省,徐州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
124,华东,江苏省,常州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
125,华东,江苏省,苏州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
126,华东,江苏省,南通市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
127,华东,江苏省,连云港市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
128,华东,江苏省,淮安市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
129,华东,江苏省,盐城市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
130,华东,江苏省,扬州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
131,华东,江苏省,镇江市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
132,华东,江苏省,泰州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
133,华东,江苏省,宿迁市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
134,华东,浙江省,杭州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
135,华东,浙江省,宁波市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
136,华东,浙江省,温州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
137,华东,浙江省,嘉兴市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
138,华东,浙江省,湖州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
139,华东,浙江省,绍兴市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
140,华东,浙江省,金华市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
141,华东,浙江省,衢州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
142,华东,浙江省,舟山市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
143,华东,浙江省,台州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
144,华东,浙江省,丽水市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
145,华东,安徽省,合肥市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
146,华东,安徽省,巢湖,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
147,华东,安徽省,芜湖市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
148,华东,安徽省,蚌埠市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
149,华东,安徽省,淮南市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
150,华东,安徽省,马鞍山市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
151,华东,安徽省,淮北市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
152,华东,安徽省,铜陵市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
153,华东,安徽省,安庆市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
154,华东,安徽省,黄山市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
155,华东,安徽省,滁州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
156,华东,安徽省,阜阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
157,华东,安徽省,宿州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
158,华东,安徽省,六安市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
159,华东,安徽省,亳州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
160,华东,安徽省,池州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
161,华东,安徽省,宣城市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
162,华东,福建省,福州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
163,华东,福建省,厦门市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
164,华东,福建省,莆田市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
165,华东,福建省,三明市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
166,华东,福建省,泉州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
167,华东,福建省,漳州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
168,华东,福建省,南平市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
169,华东,福建省,龙岩市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
170,华东,福建省,宁德市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
171,华东,江西省,南昌市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
172,华东,江西省,景德镇市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
173,华东,江西省,萍乡市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
174,华东,江西省,九江市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
175,华东,江西省,新余市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
176,华东,江西省,鹰潭市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
177,华东,江西省,赣州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
178,华东,江西省,吉安市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
179,华东,江西省,宜春市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
180,华东,江西省,抚州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
181,华东,江西省,上饶市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
182,华东,山东省,济南市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
183,华东,山东省,莱芜,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
184,华东,山东省,青岛市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
185,华东,山东省,淄博市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
186,华东,山东省,枣庄市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
187,华东,山东省,东营市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
188,华东,山东省,烟台市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
189,华东,山东省,潍坊市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
190,华东,山东省,济宁市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
191,华东,山东省,泰安市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
192,华东,山东省,威海市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
193,华东,山东省,日照市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
194,华东,山东省,临沂市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
195,华东,山东省,德州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
196,华东,山东省,聊城市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
197,华东,山东省,滨州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
198,华东,山东省,菏泽市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
199,华中,河南省,郑州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
200,华中,河南省,开封市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
201,华中,河南省,洛阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
202,华中,河南省,平顶山市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
203,华中,河南省,安阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
204,华中,河南省,鹤壁市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
205,华中,河南省,新乡市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
206,华中,河南省,焦作市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
207,华中,河南省,濮阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
208,华中,河南省,许昌市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
209,华中,河南省,漯河市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
210,华中,河南省,三门峡市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
211,华中,河南省,南阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
212,华中,河南省,商丘市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
213,华中,河南省,信阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
214,华中,河南省,周口市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
215,华中,河南省,驻马店市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
216,华中,河南省,济源,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
217,华中,湖北省,武汉市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
218,华中,湖北省,黄石市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
219,华中,湖北省,十堰市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
220,华中,湖北省,宜昌市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
221,华中,湖北省,襄阳市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
222,华中,湖北省,鄂州市,27,16,27,16,25,15,20,15,22,15,23,16,27,13,26,15,27,14,25,11,26,11,25,14,25,15,24,9,22,12,晴,多云,多云,小雨,多云,多云,多云,晴,晴,晴,晴,多云,多云,晴,多云
