table_name,field_name,field_type,comment
fmys_goods_lib,market_id,mediumint,市场id
fmys_goods_lib,picker_group,mediumint,买手组id
fmys_goods_lib,pgid,int,采购组id
fmys_goods_lib,cat_id,smallint,类目id
fmys_goods_lib,goods_weight,mediumint,商品重量
fmys_goods_lib,goods_img,text,商品图片
fmys_goods_lib,origin,tinyint,"商品发货地{1:广州,2:杭州}"
fmys_goods_lib,goods_status,tinyint,"商品状态{1:正常,2:断货}"
fmys_goods_lib,is_on_sale,tinyint,"是否上架销售{1:上架,0:下架}"
fmys_goods_lib,add_time,int,创建时间
fmys_goods_lib,stop_time,int,供应商操作断货时间
fmys_goods_lib,estimated_return_time,int,预计回货天数
fmys_goods_lib,activity_goods,tinyint,"是否为活动商品{1:否,2:是}"
fmys_goods_lib,update_time,int,更新时间
fmys_goods_lib,auto_time,timestamp,处理更新时间
fmys_goods_lib,fabric_id,int,面料表id
fmys_goods_lib,vendor_supply_id,int,渠道商供应商id
fmys_goods_lib_erp_ext,id,int,id
fmys_goods_lib_erp_ext,goods_no,int,商品货号
fmys_goods_lib_erp_ext,storehouse_id,int,仓库ID，为0表示不区分
fmys_goods_lib_erp_ext,is_high_goods,tinyint,是否高价值商品{1:是;2:否}
fmys_goods_lib_erp_ext,created_at,timestamp,创建时间
fmys_goods_lib_erp_ext,updated_at,timestamp,更新时间
fmys_goods_lib_erp_ext,is_return_profit_goods,tinyint,货号是否参与让利{1:是;2:否}（商家参与让利商品为指定货号时生效）
fmys_goods_lib_ext,goods_no,int,商品货号
fmys_goods_lib_ext,limit_day,smallint,排单天数
fmys_goods_lib_ext,handle_time,int,跟进时间
fmys_goods_lib_ext,handle_admin,int,跟进人
fmys_goods_lib_ext,update_time,int,更新时间
fmys_goods_lib_ext,create_time,int,创建时间
fmys_goods_lib_ext,goods_type,tinyint,"商品类型{0:无,1:特价,2:赠品,3:福利款,4:独家款}"
fmys_goods_lib_ext,scheduling_day,smallint,预计排单天数
fmys_goods_lib_ext,scheduling_erp_day,smallint,ERP填写的预计排单天数
fmys_goods_lib_ext,scheduling_erp_day_time,int,ERP填写回货天数的时间
fmys_goods_lib_ext,change_to_sale_stock,tinyint,库存是否转排单{1是，2否}
fmys_goods_lib_ext,is_sole,tinyint,"是否独家款{0:否,1:是,}"
fmys_goods_lib_ext,goods_style,tinyint,商品风格ID
fmys_goods_lib_ext,if_lock,tinyint,"是否锁库{0:不锁库,1:锁库}"
fmys_goods_lib_ext,start_lock_time,int,锁库开始时间
fmys_goods_lib_ext,lock_time,int,锁库时间戳
fmys_goods_lib_ext,is_no_reason_support,tinyint,"是否可以是无理由 {1:可以是无理由, 2: 不可以是无理由}"
fmys_goods_lib_stock_log,id,int,流水号
fmys_goods_lib_stock_log,user_id,int,操作人uid
fmys_goods_lib_stock_log,goods_no,int,商品货号 
fmys_goods_lib_stock_log,goods_id,int,商品id
fmys_goods_lib_stock_log,extend,text,扩展信息（json格式）
fmys_goods_lib_stock_log,note,text,备注
fmys_goods_lib_stock_log,create_at,int,创建时间
fmys_goods_lib_stock_log1,id,int,流水号
fmys_goods_lib_stock_log1,user_id,int,操作人uid
fmys_goods_lib_stock_log1,goods_no,int,商品货号 
fmys_goods_lib_stock_log1,goods_id,int,商品id
fmys_goods_lib_stock_log1,extend,text,扩展信息（json格式）
fmys_goods_lib_stock_log1,note,text,备注
fmys_goods_lib_stock_log1,create_at,int,创建时间
fmys_goods_resource,goods_resource_id,int,资源主键
fmys_goods_resource,goods_no,int,商品货号
fmys_goods_resource,sort,smallint,资源排序
fmys_goods_scheduling_info,estimated_return_time,int,预计回货时间
fmys_goods_scheduling_info,handle_source,tinyint,"跟进来源{1:ERP,2:爆版,3:采购APP}"
fmys_goods_scheduling_info,handle_time,int,跟进时间
fmys_goods_sku,sku,int,单品编号【库存量最小单位】
fmys_goods_sku,goods_no,int,货号
fmys_goods_sku,co_id,mediumint,颜色ID
fmys_goods_sku,si_id,mediumint,尺码ID
fmys_goods_sku,is_sale,tinyint,"是否上架{0:否,1:是}"
fmys_goods_sku,schedule_day,smallint,排单天数
fmys_goods_sku,sku_sort,tinyint,sku排序
fmys_goods_sku,update_time,int,更新时间
fmys_goods_sku,sale_stock,smallint,预售销售库存【默认500，所有专场共用此预售数量】
fmys_goods_sku,virtual_stock,smallint,虚拟库存
fmys_goods_sku_bak1,sku,int,单品编号【库存量最小单位】
fmys_goods_sku_bak1,goods_no,int,货号
fmys_goods_sku_bak1,co_id,mediumint,颜色ID
fmys_goods_sku_bak1,si_id,mediumint,尺码ID
fmys_goods_sku_bak1,is_sale,tinyint,"是否上架{0:否,1:是}"
fmys_goods_sku_bak1,schedule_day,smallint,排单天数
fmys_goods_sku_bak1,sale_stock,smallint,预售销售库存【默认500，所有专场共用此预售数量】
fmys_goods_sku_bak1,create_time,int,创建时间
fmys_goods_sku_bak1,update_time,int,更新时间
fmys_goods_sku_bak1,auto_time,timestamp,自动时间
fmys_goods_sku_bak1,sku_sort,tinyint,sku排序
fmys_goods_sku_bak1,virtual_stock,smallint,虚拟库存
fmys_goods_sku_bak1,partner_stock_from,tinyint,第三方库存同步来源:{1:一手 2:聚水潭}
fmys_goods_sku_code_bind,sku,int,商品sku
fmys_goods_sku_code_bind,admin_id,int,操作人ID
fmys_goods_sku_code_bind,create_time,int,创建时间
fmys_goods_sku_code_bind,created_at,timestamp,创建时间
fmys_goods_sku_code_bind,updated_at,timestamp,更新时间
fmys_goods_sku_copy1,sku,int,单品编号【库存量最小单位】
fmys_goods_sku_copy1,goods_no,int,货号
fmys_goods_sku_copy1,co_id,mediumint,颜色ID
fmys_goods_sku_copy1,si_id,mediumint,尺码ID
fmys_goods_sku_copy1,is_sale,tinyint,"是否上架{0:否,1:是}"
fmys_goods_sku_copy1,schedule_day,smallint,排单天数
fmys_goods_sku_copy1,sale_stock,smallint,预售销售库存【默认500，所有专场共用此预售数量】
fmys_goods_sku_copy1,create_time,int,创建时间
fmys_goods_sku_copy1,update_time,int,更新时间
fmys_goods_sku_copy1,auto_time,timestamp,自动时间
fmys_goods_sku_copy1,sku_sort,tinyint,sku排序
fmys_goods_sku_copy1,virtual_stock,smallint,虚拟库存
fmys_goods_sku_copy1,partner_stock_from,tinyint,第三方库存同步来源:{1:一手 2:聚水潭}
fmys_goods_sku_copy2,sku,int,单品编号【库存量最小单位】
fmys_goods_sku_copy2,goods_no,int,货号
fmys_goods_sku_copy2,co_id,mediumint,颜色ID
fmys_goods_sku_copy2,si_id,mediumint,尺码ID
fmys_goods_sku_copy2,is_sale,tinyint,"是否上架{0:否,1:是}"
fmys_goods_sku_copy2,schedule_day,smallint,排单天数
fmys_goods_sku_copy2,sale_stock,smallint,预售销售库存【默认500，所有专场共用此预售数量】
fmys_goods_sku_copy2,create_time,int,创建时间
fmys_goods_sku_copy2,update_time,int,更新时间
fmys_goods_sku_copy2,auto_time,timestamp,自动时间
fmys_goods_sku_copy2,sku_sort,tinyint,sku排序
fmys_goods_sku_copy2,virtual_stock,smallint,虚拟库存
fmys_goods_sku_copy2,partner_stock_from,tinyint,第三方库存同步来源:{1:一手 2:聚水潭}
fmys_goods_stock,gs_id,int,主键
fmys_goods_stock,cgi_id,int,(废弃)
fmys_goods_stock,goods_id,mediumint,(废弃)商品id
fmys_goods_stock,goods_no,int,商品货号
fmys_goods_stock,sku,int,关联SKU，后加字段，以前没有的
fmys_goods_stock,special_period,smallint,(废弃)专场期数
fmys_goods_stock,special_id,int,(废弃)专场id
fmys_goods_stock,supplier_id,mediumint,(废弃)档口id
fmys_goods_stock,brand_id,mediumint,品牌id
fmys_goods_stock,picker_group,tinyint,买手组
fmys_goods_stock,co_id,smallint,颜色id
fmys_goods_stock,si_id,smallint,尺码id
fmys_goods_stock,zc_unallot_num,mediumint,正常区未配货数量
fmys_goods_stock,stock_num,mediumint,现货区数量
fmys_goods_stock,wait_allot_order_num,mediumint,订单待配货数量
fmys_goods_stock,wait_allot_as_num,mediumint,售后待配货数量
fmys_goods_stock,last_day_wait_allot_order_num,mediumint,昨日之前专场订单等待配货数量
fmys_goods_stock,true_stock_num,mediumint,实际成为库存数量
fmys_goods_stock,last_day_stock_num,mediumint,未计算今日结束专场时的理论现货库存
fmys_goods_stock,dis_num,smallint,未发货数量
fmys_goods_stock,origin,tinyint,库存地
fmys_goods_stock,so_1_num,smallint,售后_客服退货(数量)
fmys_goods_stock,so_234_num,smallint,售后_极速退货(数量)
fmys_goods_stock,so_5_num,smallint,售后_一手币退货(数量)
fmys_goods_stock,so_other_num,smallint,售后_其他(数量)
fmys_goods_stock,counting_profit_num,smallint,非售后_盘盈(数量)
fmys_goods_stock,hx_num,smallint,非售后_核销(数量)
fmys_goods_stock,cgdk_num,smallint,非售后_采购多开(数量)
fmys_goods_stock,cg_xtjh_num,smallint,非售后_采购_系统计划(数量)
fmys_goods_stock,cg_sdjh_num,smallint,非售后_采购_手动计划(数量)
fmys_goods_stock,cg_dkjh_num,smallint,非售后_采购_多开(数量)
fmys_goods_stock,cg_bhjh_num,smallint,非售后_采购_备货计划(数量)
fmys_goods_stock,cg_repur_num,smallint,非售后_采购_采购重新采购(数量)
fmys_goods_stock,cg_sh_repur_num,smallint,非售后_采购_售后重新采购(数量)
fmys_goods_stock,cg_skjh_num,smallint,非售后_采购_时刻计划(数量)
fmys_goods_stock,create_time,int,创建时间
fmys_goods_stock,has_consignment_stock,tinyint,"是否含有寄售商品{0:否,1:是}"
fmys_goods_stock,unallot_stock_detail_num,int,stock_detail表未配货的商品数量
fmys_goods_stock,last_stock_in_time,int,最后入库时间
fmys_goods_stock,consignment_stock_num,mediumint,寄售库存数量(不太准确)
fmys_goods_stock_channel_lock,sku,int,商品sku
fmys_goods_stock_channel_lock,init_lock_num,int,初始锁定数量
fmys_goods_stock_channel_lock,true_lock_num,int,实际锁定数量
fmys_goods_stock_channel_lock,create_admin,int,创建人
fmys_goods_stock_channel_lock,update_admin,int,最新修改人
fmys_goods_stock_channel_lock,last_update_time,int,最新修改时间
fmys_goods_stock_channel_lock,create_time,int,创建时间
fmys_goods_stock_channel_lock,created_at,timestamp,创建时间
fmys_goods_stock_channel_lock,updated_at,timestamp,更新时间
fmys_goods_stock_log_del,id,int,流水号
fmys_goods_stock_log_del,admin_id,int,操作人uid
fmys_goods_stock_log_del,order_id,int,订单id
fmys_goods_stock_log_del,orderinfos_id,int,订单详细id
fmys_goods_stock_log_del,goods_id,int,商品id
fmys_goods_stock_log_del,co_id,smallint,颜色id
fmys_goods_stock_log_del,si_id,smallint,尺码id
fmys_goods_stock_log_del,note,text,备注
fmys_goods_stock_log_del,nums,int,断货数量
fmys_goods_stocking_label,id,int,主键id
fmys_goods_stocking_label,goods_no,int,商品货号
fmys_goods_stocking_label,label,tinyint,"备货标签{1:首次备货,2:多次备货,3:长青款备货}"
fmys_goods_stocking_label,create_time,int,创建时间
fmys_goods_stocking_label,update_time,int,创建时间
fmys_grid,grid_id,int,自增id
fmys_grid,type,tinyint,"类型:{1:波次单,2:采购组,3:供应商,4:汇总单,5:波次粗分,6:中分位}"
fmys_grid,update_admin,smallint,更新人
fmys_grid,update_time,int,更新时间
fmys_grid,create_time,int,创建时间
fmys_grid,origin,tinyint,"发货仓:{1:广州,2:杭州}"
fmys_grid,status,tinyint,"使用状态{0:无,1:正常,2:已结束}"
fmys_grid,is_check_one_out,tinyint,"是否一键出库:{1:是,2:否}"
fmys_grid,machine_id,smallint,"分播机器id,大分播机目前无id"
fmys_grid,picking_type,tinyint,"波次拣货属性{0:全部,4:多件多波,5:多件少波}"
fmys_grid,is_use,tinyint,"是否启用{1:启用,2:禁用}"
fmys_halve_group,hg_id,int,自增id
fmys_halve_group,max_hg_num,tinyint,所含中分位上限
fmys_halve_group,status,tinyint,"启用状态{1:启用,2:禁用}"
fmys_halve_group,is_valid,tinyint,"有效状态{1:有效,2:删除}"
fmys_halve_group,is_out_transfer,tinyint,"是否外协发货{1:是,2:否}"
fmys_halve_group,origin,tinyint,"地区{1:广州,2:杭州}"
fmys_halve_group,create_time,int,创建时间
fmys_halve_group,update_time,int,更新时间
fmys_halve_group_detail,hgd_id,int,自增id
fmys_halve_group_detail,hg_id,int,中分分组id
fmys_halve_group_detail,the_sort,tinyint,中分顺序
fmys_halve_group_detail,the_code,tinyint,组内唯一编码(1~99)
fmys_halve_group_detail,status,tinyint,"启用状态{1:启用,2:禁用}"
fmys_halve_group_detail,hg_type,tinyint,"类型:{1:普通,2:质检,3:改标,4:单件,5:库存,6:普通(有备注),7:普通(次日发),8:普通(有备注且次日发)}"
fmys_halve_group_detail,is_valid,tinyint,"有效状态{1:有效,2:删除}"
fmys_halve_group_detail,create_time,int,创建时间
fmys_halve_group_detail,update_time,int,更新时间
fmys_hexiao_related,dbid,int,打标id
fmys_hexiao_related,supply_id,int,供应商id
fmys_hexiao_related,pgid,mediumint,采购组
fmys_hexiao_related,create_admin,int,创建人
fmys_hexiao_related,create_time,int,创建时间
fmys_high_quality_dbid,dbid,int,打标ID
fmys_high_quality_dbid,high_quality,tinyint,"是否高级质检:{1:通过,2:未通过}"
fmys_high_quality_dbid,source,tinyint,"操作来源:{0:打标,1:质检,2:改标,3:改排,4:出库}"
fmys_high_quality_dbid,rec_id,int,订单详情id
fmys_high_quality_dbid,created_by,int,创建人
fmys_high_quality_dbid,created_at,timestamp,创建时间
fmys_high_quality_dbid,updated_by,int,更新人
fmys_high_quality_dbid,updated_at,timestamp,更新时间
fmys_huole_package_da_biao,dbid,int,主键
fmys_huole_package_da_biao,hpd_id,int,火了售后包裹明细表id
fmys_huole_package_da_biao,is_stock_out,tinyint,"是否已出库{0:否,1:是}"
fmys_huole_package_da_biao,rec_id,int,订单详情id(出库才有)
fmys_huole_package_da_biao,create_time,int,创建时间
fmys_huole_package_da_biao,update_time,int,更新时间
fmys_huole_package_da_biao,stock_out_time,int,创建时间
fmys_huole_package_detail,hpd_id,int,自增id
fmys_huole_package_detail,sku,int,一手sku编号
fmys_huole_package_detail,goods_no,int,货号
fmys_huole_package_detail,num,int,数量
fmys_huole_package_detail,stock_in_num,int,已入库数量
fmys_huole_package_detail,stock_out_num,int,已出库数量
fmys_huole_package_detail,create_time,int,创建时间
fmys_huole_package_detail,update_time,int,更新时间
fmys_important_supply_log,picker_group_id,int,买手组id
fmys_important_supply_log,action,tinyint,"操作方式{1:解绑,2:绑定}"
fmys_important_supply_log,action_type,tinyint,"操作关系{1:核心档口,2:公共档口,3:闲置档口}"
fmys_important_supply_log,origin,tinyint,"地区:{1:广州,2:杭州}"
fmys_important_supply_log,market_id,mediumint,市场id
fmys_important_supply_log,parent_market_id,mediumint,父级市场id
fmys_important_supply_log,admin_id,int,管理员id
fmys_important_supply_log,supply_id,int,供应商id
fmys_inventory,inventory_id,int,盘点单id
fmys_inventory,area_type,tinyint,盘点仓区:{1:正常区}
fmys_inventory,inventory_type,tinyint,"盘点类型:{1:全盘,2:动碰盘}"
fmys_inventory,second_inventory_type,tinyint,"二盘点类型:{1:全盘,3:差异盘}"
fmys_inventory,last_inventory_type,tinyint,"终盘点类型:{1:全盘,3:差异盘}"
fmys_inventory,inventory_model,tinyint,"盘点方式:{1:明盘,2:暗盘}"
fmys_inventory,inventory_times,tinyint,"盘点次数:{1:初盘,2:二盘,9:终盘}"
fmys_inventory,create_admin,smallint,创建人
fmys_inventory,create_time,int,创建时间
fmys_inventory,begin_time,int,开始时间
fmys_inventory,end_time,int,结束时间
fmys_inventory,inventory_status,tinyint,"盘点状态:{1:待盘点,2:一盘进行中,3:一盘已完成,4:待二盘,5:二盘进行中,6:二盘已完成,7:待终盘,8:终盘进行中,9:终盘已完成,10:盘点已结束,11:已作废}"
fmys_inventory,update_time,int,更新时间
fmys_inventory,inventory_origin,tinyint,"仓区:{1:广州,2:杭州}"
fmys_inventory,should_count,mediumint,应盘数
fmys_inventory,space_type,tinyint,"仓位类型{1:全部仓位,2:有库存仓位,3:无库存仓位}"
fmys_inventory_detail,inventory_detail_id,int,盘点详情id
fmys_inventory_detail,inventory_id,int,盘点单id
fmys_inventory_detail,ss_id,mediumint,仓位id
fmys_inventory_detail,sku,int,sku
fmys_inventory_detail,stock_num,mediumint,库存数量
fmys_inventory_detail,first_admin,smallint,初盘人
fmys_inventory_detail,first_num,mediumint,初盘数量
fmys_inventory_detail,first_exception_num,mediumint,初盘异常数量
fmys_inventory_detail,second_admin,smallint,二盘人
fmys_inventory_detail,second_num,mediumint,二盘数量
fmys_inventory_detail,second_exception_num,mediumint,二盘异常数量
fmys_inventory_detail,last_admin,smallint,终盘人
fmys_inventory_detail,last_num,mediumint,终盘数量
fmys_inventory_detail,last_exception_num,mediumint,终盘异常数量
fmys_inventory_detail,now_exception_num,mediumint,当前异常数量
fmys_inventory_detail,inventory_detail_status,tinyint,"状态:{1:已盘,2:未盘}"
fmys_inventory_detail,is_exception,tinyint,"是否异常:{1:是,2,否}"
fmys_inventory_detail,inventory_times,tinyint,"盘点次数:{1:初盘,2:二盘,9:终盘}"
fmys_inventory_detail,is_chayi,tinyint,"最近两次盘点是否异常:{1:是,2:否}"
fmys_inventory_detail,source,tinyint,"生成来源{1:在库,2:盘点生成}"
fmys_inventory_detail,create_time,int,创建时间
fmys_inventory_detail,update_time,int,更新时间
fmys_inventory_detail,second_stock_num,mediumint,二盘库存数量
fmys_inventory_detail,last_stock_num,mediumint,终盘库存数量
fmys_inventory_dp,id,int,id
fmys_inventory_dp,stock_storehouse_id,int,"仓区:{1:广州,2:杭州}"
fmys_inventory_dp,inventory_times,tinyint,"盘点次数:{1:初盘,9:终盘}"
fmys_inventory_dp,created_at,timestamp,创建时间
fmys_inventory_dp,updated_at,timestamp,更新时间
fmys_inventory_dp,begin_time,int,开始时间
fmys_inventory_dp,end_time,int,结束时间
fmys_inventory_dp,inventory_status,tinyint,"盘点状态:{1:待盘点,2:一盘进行中,3:一盘已完成,7:待终盘,8:终盘进行中,9:终盘已完成,10:盘点已结束,11:已作废}"
fmys_inventory_dp,should_count,int,应盘数
fmys_inventory_dp,inventory_num,int,实际盘点数量
fmys_inventory_dp_detail,id,int,ID
fmys_inventory_dp_detail,inventory_dp_id,int,盘点单Id
fmys_inventory_dp_detail,dbid,int,打标id
fmys_inventory_dp_detail,first_inventory_stock_num,tinyint,初盘库存数量
fmys_inventory_dp_detail,first_inventory_num,tinyint,初盘数量
fmys_inventory_dp_detail,first_inventory_diff_num,tinyint,初盘差异
fmys_inventory_dp_detail,end_inventory_stock_num,tinyint,终盘库存数量
fmys_inventory_dp_detail,end_inventory_num,tinyint,终盘数量
fmys_inventory_dp_detail,end_inventory_diff_num,tinyint,终盘差异数量
fmys_inventory_dp_detail,inventory_admin_id,int,当前盘点人id
fmys_inventory_dp_detail,diff_num,tinyint,当前差异数量
fmys_inventory_dp_detail,is_chayi,tinyint,"最近两次盘点是否异常:{0:空,1:是,2:否}"
fmys_inventory_dp_detail,inventory_status,tinyint,"盘点状态：{1=已盘点,2=未盘点}"
fmys_inventory_dp_detail,is_submit,tinyint,"是否提交{1:是,2:否}"
fmys_inventory_dp_detail,inventory_times,tinyint,"盘点次数:{1=初盘,9=终盘}"
fmys_inventory_dp_detail,created_at,timestamp,创建时间
fmys_inventory_dp_detail,updated_at,timestamp,更新时间
fmys_inventory_dp_log,id,int,ID
fmys_inventory_dp_log,stock_storehouse_id,int,仓库
fmys_inventory_dp_log,dbid,int,标号
fmys_inventory_dp_log,sku,int,sku
fmys_inventory_dp_log,inventory_dp_id,int,盘点单Id
fmys_inventory_dp_log,create_admin,smallint,操作人
fmys_inventory_dp_log,is_moved,tinyint,"是否移位:{1:是,2:否}"
fmys_inventory_dp_log,inventory_times,tinyint,"盘点次数:{1:初盘,9:终盘}"
fmys_inventory_dp_log,created_at,timestamp,创建时间
fmys_inventory_dp_log,updated_at,timestamp,更新时间
fmys_inventory_dp_operate_log,id,int,id
fmys_inventory_dp_operate_log,inventory_dp_id,int,盘点单id
fmys_inventory_dp_operate_log,operate_type,tinyint,"操作类别:{1=创建盘点单,2=作废盘点单,3=参与初盘, 4=创建终盘, 5=参与终盘，6=结束盘点单}"
fmys_inventory_dp_operate_log,created_at,timestamp,创建时间
fmys_inventory_dp_operate_log,updated_at,timestamp,更新时间
fmys_inventory_lock_space,id,int,自增id
fmys_inventory_lock_space,inventory_id,int,盘点单id
fmys_inventory_lock_space,ss_id,mediumint,仓位id
fmys_inventory_lock_space,create_time,int,创建时间
fmys_inventory_log,dbid,int,标号
fmys_inventory_log,sku,int,sku
fmys_inventory_log,create_admin,smallint,操作人
fmys_inventory_log,inventory_ss_id,mediumint,盘点仓位
fmys_inventory_log,init_ss_id,mediumint,初始仓位
fmys_inventory_log,is_moved,tinyint,"是否移位:{1:是,2:否}"
fmys_inventory_log,inventory_times,tinyint,盘点次数
fmys_inventory_log,create_time,int,创建时间
fmys_inventory_losses_check,id,int,盘亏单ID
fmys_inventory_losses_check,storehouse_id,int,仓库ID
fmys_inventory_losses_check,is_third_party,tinyint,是否第三方理赔:{1:是;2:否}
fmys_inventory_losses_check,total_num,int,商品总数量
fmys_inventory_losses_check,status,int,盘亏单状态:{1:待修改;2:待重新提交;3:仓储待审核;4:仓储组长待审核;5:会计待审核;6:财务组长待审核;7:已完成;8:已作废;}
fmys_inventory_losses_check,create_user,int,创建人
fmys_inventory_losses_check,remark,text,备注
fmys_inventory_losses_check,submit_user,int,提交人
fmys_inventory_losses_check,submit_time,int,提交时间
fmys_inventory_losses_check,storage_auditor_user,int,仓储审核人
fmys_inventory_losses_check,storage_auditor_time,int,仓储审核时间
fmys_inventory_losses_check,sl_auditor_user,int,仓储组长审核人
fmys_inventory_losses_check,sl_auditor_time,int,仓储组长审核时间
fmys_inventory_losses_check,accountant_auditor_user,int,会计审核人
fmys_inventory_losses_check,accountant_auditor_time,int,会计审核时间
fmys_inventory_losses_check,al_auditor_user,int,财务组长审核人
fmys_inventory_losses_check,al_auditor_time,int,财务组长审核时间
fmys_inventory_losses_check,finish_time,int,完成时间
fmys_inventory_losses_check,created_at,timestamp,创建时间
fmys_inventory_losses_check,updated_at,timestamp,更新时间
fmys_inventory_losses_check_info,id,int,盘亏单详情ID
fmys_inventory_losses_check_info,inventory_losses_id,int,盘亏单ID
fmys_inventory_losses_check_info,dbid,int,dbid
fmys_inventory_losses_check_info,goods_no,int,商品货号
fmys_inventory_losses_check_info,sku,int,SKU
fmys_inventory_losses_check_info,supply_id,int,商家ID
fmys_inventory_losses_check_info,stock_source,tinyint,入库来源(fmys_stock_in_record.stock_source)
fmys_inventory_losses_check_info,source,tinyint,"异常来源:{1:其它异常,2:上架异常,3:盘点异常,4:改标异常}"
fmys_inventory_losses_check_info,cause_id,int,异常原因ID
fmys_inventory_losses_check_info,responsibility_department_id,int,责任部门ID
fmys_inventory_losses_check_info,edit_user,int,理赔金额修改操作人
fmys_inventory_losses_check_info,edit_time,int,理赔金额修改时间
fmys_inventory_losses_check_info,exception_user,int,标记异常人
fmys_inventory_losses_check_info,exception_time,int,标记异常时间
fmys_inventory_losses_check_info,created_at,timestamp,创建时间
fmys_inventory_losses_check_info,updated_at,timestamp,更新时间
fmys_inventory_losses_check_log,id,int,日志自增id
fmys_inventory_losses_check_log,inventory_losses_id,int,盘亏单ID
fmys_inventory_losses_check_log,admin_id,int,操作人
fmys_inventory_losses_check_log,operate_type,int,操作方式:{1:创建盘亏单;2:仓储审核通过;3:仓储审核驳回;4:仓储组长审核通过;5:仓储组长审核驳回;6:会计审核通过;7:会计审核驳回;8:财务组长审核通过;9:财务组长审核驳回;10:作废盘亏单;11:提交盘亏单;12:导入批量修改信息;}
fmys_inventory_losses_check_log,remark,text,备注
fmys_inventory_losses_check_log,created_at,timestamp,创建时间
fmys_inventory_losses_check_log,updated_at,timestamp,更新时间
fmys_inventory_losses_detail,id,int,盘亏商品信息ID
fmys_inventory_losses_detail,inventory_losses_id,int,盘亏单ID
fmys_inventory_losses_detail,is_third_party,tinyint,是否第三方理赔:{1:是;2:否}
fmys_inventory_losses_detail,dbid,int,dbid
fmys_inventory_losses_detail,storehouse_id,int,仓库ID
fmys_inventory_losses_detail,goods_no,int,商品货号
fmys_inventory_losses_detail,sku,int,SKU
fmys_inventory_losses_detail,supply_id,int,商家ID
fmys_inventory_losses_detail,stock_source,tinyint,入库来源(fmys_stock_in_record.stock_source)
fmys_inventory_losses_detail,source,tinyint,"异常来源:{1:其它异常,2:上架异常,3:盘点异常,4:改标异常}"
fmys_inventory_losses_detail,cause_id,int,异常原因ID
fmys_inventory_losses_detail,responsibility_department_id,int,责任部门ID
fmys_inventory_losses_detail,exception_user,int,标记异常人
fmys_inventory_losses_detail,exception_time,int,标记异常时间
fmys_inventory_losses_detail,submit_user,int,提交盘亏人
fmys_inventory_losses_detail,submit_time,int,提交盘亏时间
fmys_inventory_losses_detail,created_at,timestamp,创建时间
fmys_inventory_losses_detail,updated_at,timestamp,更新时间
fmys_inventory_losses_detail_old,id,int,盘亏商品信息ID
fmys_inventory_losses_detail_old,inventory_losses_id,int,盘亏单ID
fmys_inventory_losses_detail_old,dbid,int,dbid
fmys_inventory_losses_detail_old,storehouse_id,int,仓库ID
fmys_inventory_losses_detail_old,goods_no,int,商品货号
fmys_inventory_losses_detail_old,sku,int,SKU
fmys_inventory_losses_detail_old,supply_id,int,商家ID
fmys_inventory_losses_detail_old,stock_source,tinyint,入库来源(fmys_stock_in_record.stock_source)
fmys_inventory_losses_detail_old,source,tinyint,"异常来源:{1:其它异常,2:上架异常,3:盘点异常,4:改标异常}"
fmys_inventory_losses_detail_old,cause_id,int,异常原因ID
fmys_inventory_losses_detail_old,responsibility_department_id,int,责任部门ID
fmys_inventory_losses_detail_old,exception_user,int,标记异常人
fmys_inventory_losses_detail_old,exception_time,int,标记异常时间
fmys_inventory_losses_detail_old,submit_user,int,提交盘亏人
fmys_inventory_losses_detail_old,submit_time,int,提交盘亏时间
fmys_inventory_losses_detail_old,created_at,timestamp,创建时间
fmys_inventory_losses_detail_old,updated_at,timestamp,更新时间
fmys_inventory_result,inventory_id,int,盘点id
fmys_inventory_result,dbid,int,打标id
fmys_inventory_result,init_ss_id,mediumint,初始仓位
fmys_inventory_result,inventory_ss_id,mediumint,盘点仓位
fmys_inventory_result,source,tinyint,"来源:{1:盘点单生成,2:盘点异常生成}"
fmys_inventory_result,result,tinyint,"状态:{1:异常,2:正常,3:货位整合失败,4:货位整合成功}"
fmys_inventory_result,in_where,tinyint,"所在库区:{1:正常,2:现货,3:退换,4:售后,5:次品}"
fmys_inventory_result,create_time,int,创建时间
fmys_inventory_result,update_time,int,更新时间
fmys_inventory_up_result,inventory_id,int,盘点id
fmys_inventory_up_result,dbid,int,打标id
fmys_inventory_up_result,inventory_ss_id,mediumint,盘点仓位
fmys_inventory_up_result,is_success,tinyint,是否成功{1:成功}
fmys_inventory_up_result,create_time,int,创建时间
fmys_inventory_up_result,update_time,int,更新时间
fmys_kc_in_log,id,int,自增id
fmys_kc_in_log,dbid,int,打标id
fmys_kc_in_log,create_time,int,创建时间
fmys_keep_stock_setting,kssid,int,囤货id
fmys_keep_stock_setting,wave_picking_id,int,波次id
fmys_keep_stock_setting,update_admin,smallint,创建和修改人
fmys_keep_stock_setting,limit_ship_date,int,到日期发货时间
fmys_keep_stock_setting,limit_ship_num,smallint,配齐数量发货
fmys_keep_stock_setting,is_full_allot_ship,tinyint,"是否配齐发货:{2:否,1:是}"
fmys_keep_stock_setting,keep_stock_status,tinyint,"状态:{1:生效中,2:已取消,3:脚本取消}"
fmys_keep_stock_setting,create_time,int,创建时间
fmys_keep_stock_setting,update_time,int,更新时间
fmys_kingdee_failed,kingdee_failed_id,int,自增id
